CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
zZBy-36010,Female,0,No,No,40,No,DSL,Two year,58.25,2342.18,No
CqfP-14452,Female,1,Yes,Yes,22,No,DSL,One year,44.22,1014.03,No
xIdj-25830,Male,1,No,Yes,15,No,No,Month-to-month,24.26,340.24,Yes
Kyqu-44234,Male,1,No,Yes,42,No,DSL,Month-to-month,58.29,2475.91,No
wsEl-25094,Female,1,No,No,8,Yes,Fiber optic,One year,90.87,695.38,No
uKKe-74102,Female,1,No,No,69,Yes,DSL,One year,69.13,4818.12,No
GIig-59257,Female,1,Yes,Yes,3,Yes,DSL,One year,71.18,254.31,No
QwiC-83654,Female,0,No,Yes,24,Yes,Fiber optic,Month-to-month,89.41,2173.9,Yes
JrGS-39931,Female,1,No,Yes,34,No,No,One year,22.95,819.45,Yes
hXSr-79396,Male,0,No,Yes,59,No,DSL,Two year,63.77,3752.41,No
bMXE-19589,Female,1,No,No,44,Yes,DSL,Two year,63.6,2805.82,No
fADW-47868,Male,0,Yes,Yes,13,Yes,DSL,One year,50.43,688.09,Yes
GDWV-95083,Male,1,Yes,Yes,65,Yes,No,Two year,28.96,1889.08,No
kaVs-89974,Male,1,Yes,No,45,Yes,No,One year,25.94,1190.56,No
WAsS-59765,Male,1,No,Yes,64,No,Fiber optic,Month-to-month,109.95,7065.74,Yes
LeXL-25165,Male,0,Yes,No,8,Yes,Fiber optic,Two year,115.3,960.88,Yes
GOLk-42439,Female,0,Yes,Yes,60,No,Fiber optic,One year,85.79,5119.79,No
jtoa-59338,Female,1,Yes,No,21,No,No,Two year,24.7,562.0,No
naHj-27859,Male,1,Yes,No,34,No,DSL,Two year,66.74,2242.69,No
iXzB-93379,Female,1,Yes,Yes,50,Yes,DSL,Month-to-month,55.1,2781.47,Yes
rdeQ-09297,Female,1,Yes,No,51,No,No,Month-to-month,19.39,1012.95,No
DbSU-63292,Male,0,No,No,33,No,Fiber optic,Two year,84.73,2760.75,No
IDXK-02457,Male,0,No,No,41,Yes,Fiber optic,Month-to-month,117.58,4782.57,No
yjkP-62947,Female,1,Yes,Yes,20,Yes,No,Month-to-month,30.03,574.65,Yes
rrLx-77069,Female,0,No,Yes,57,Yes,DSL,One year,62.26,3588.18,Yes
oUKF-78590,Female,0,Yes,Yes,17,No,Fiber optic,One year,73.8,1269.16,No
uwBz-68390,Female,1,No,Yes,52,Yes,Fiber optic,One year,119.03,6189.48,No
PJhY-01246,Male,1,Yes,Yes,66,Yes,Fiber optic,Month-to-month,89.68,5871.81,No
hbQp-12553,Female,1,No,No,6,No,DSL,One year,66.76,392.53,Yes
Wlmi-18454,Male,1,No,No,60,No,No,Two year,23.67,1392.83,No
gcwA-72890,Male,0,No,Yes,1,No,Fiber optic,One year,71.73,71.73,Yes
fygB-64296,Male,1,Yes,No,62,Yes,Fiber optic,One year,111.81,6977.28,No
OxPs-19378,Female,0,Yes,No,17,Yes,Fiber optic,One year,119.9,2053.19,No
WREN-50683,Female,0,Yes,No,49,No,DSL,Month-to-month,55.58,2760.79,Yes
DVfD-44751,Male,0,No,No,38,Yes,DSL,Two year,54.07,2101.35,No
mCAl-33967,Female,0,No,No,22,No,No,Two year,19.07,441.06,No
XZQc-31061,Male,1,No,No,44,Yes,DSL,Two year,68.45,3039.18,No
saHc-97331,Female,1,No,No,45,Yes,DSL,Two year,52.84,2347.05,No
YVzy-05261,Male,1,No,Yes,20,Yes,No,Two year,25.8,478.03,Yes
fdBz-22343,Female,0,Yes,Yes,71,Yes,No,Two year,22.09,1590.44,No
qfsQ-65158,Male,0,No,No,29,No,DSL,Month-to-month,48.99,1458.7,Yes
lNRM-49585,Female,0,Yes,No,14,No,DSL,One year,48.8,645.19,No
SLGr-32704,Male,0,No,Yes,62,No,Fiber optic,One year,94.14,5835.21,No
CMRq-39243,Male,1,No,Yes,49,Yes,DSL,One year,61.13,2957.05,No
GhEI-19753,Female,1,No,No,8,No,No,Two year,20.0,120.6,No
oLrP-60834,Female,0,Yes,Yes,62,Yes,DSL,One year,73.87,4577.55,No
xVhp-79841,Male,0,No,No,4,Yes,Fiber optic,Month-to-month,113.94,432.04,Yes
Ssio-19027,Male,0,No,Yes,14,Yes,No,Two year,33.7,450.47,No
FtCc-43534,Female,1,No,Yes,58,No,Fiber optic,One year,100.78,5857.2,No
ewpq-24567,Female,0,No,No,50,Yes,Fiber optic,One year,111.18,5594.45,No
sqJH-08927,Female,1,No,No,57,Yes,No,One year,21.56,1182.7,Yes
gphL-73308,Male,1,No,No,13,No,DSL,Month-to-month,60.85,828.78,No
CUEt-65105,Male,0,Yes,No,39,No,Fiber optic,Month-to-month,112.51,4389.93,No
rDar-93946,Female,1,Yes,Yes,21,Yes,Fiber optic,Two year,115.0,2422.11,No
jZMh-76230,Female,0,Yes,Yes,47,No,Fiber optic,Two year,99.35,4707.14,No
XXms-13156,Male,1,Yes,Yes,14,Yes,Fiber optic,One year,116.63,1660.64,No
zGDM-27575,Female,0,No,Yes,5,Yes,No,One year,25.16,110.76,Yes
mbgF-77639,Male,1,No,No,19,No,No,One year,21.82,404.36,Yes
eAlz-98546,Female,1,No,Yes,46,Yes,No,Two year,24.33,1137.21,No
ucYQ-47567,Female,1,Yes,Yes,63,Yes,Fiber optic,Month-to-month,77.47,4842.17,No
rcZs-55817,Female,0,Yes,Yes,33,Yes,DSL,One year,60.1,1944.6,Yes
qbEN-92383,Female,0,No,No,52,No,No,Two year,20.52,1114.96,No
LbDw-63011,Female,1,Yes,No,42,No,DSL,Month-to-month,42.0,1730.3,Yes
imGn-30352,Male,0,Yes,Yes,41,Yes,Fiber optic,Month-to-month,76.48,3132.23,No
QfMW-88353,Male,1,No,No,63,Yes,DSL,Two year,56.83,3601.36,No
bgUX-66988,Male,1,Yes,No,58,Yes,Fiber optic,One year,85.1,4898.18,No
mWjd-01337,Female,1,No,No,35,Yes,DSL,Month-to-month,49.2,1693.53,No
hKLs-52724,Female,0,No,No,14,No,DSL,One year,65.62,966.48,No
qUba-06291,Female,1,Yes,Yes,43,No,No,One year,20.57,846.82,Yes
rrKK-35040,Male,0,Yes,Yes,28,Yes,DSL,Two year,64.36,1784.84,No
RHud-18391,Male,0,Yes,No,8,No,No,Two year,21.65,172.99,No
vKKB-27700,Male,0,No,Yes,65,No,DSL,Two year,47.93,3145.56,No
SduV-88073,Female,1,Yes,Yes,31,No,Fiber optic,Month-to-month,98.63,3050.81,Yes
bWlx-96737,Female,1,Yes,Yes,70,Yes,No,Month-to-month,29.25,2053.35,No
Vvrr-58571,Male,0,Yes,No,59,Yes,Fiber optic,One year,92.94,5526.98,No
ESZl-97782,Male,0,No,No,30,Yes,No,Two year,24.75,758.27,No
kLdf-34600,Male,0,No,Yes,54,No,No,Two year,20.62,1133.02,No
Ykhm-08176,Female,1,Yes,No,65,No,DSL,One year,45.25,2922.42,No
eHXB-99499,Female,0,Yes,No,45,No,Fiber optic,Month-to-month,94.26,4250.99,No
qxgO-67347,Male,0,No,No,8,No,Fiber optic,One year,78.71,582.43,Yes
URMk-27821,Male,0,Yes,Yes,17,No,DSL,Two year,61.08,1073.76,No
eGfa-89507,Male,0,Yes,Yes,64,No,Fiber optic,Two year,111.23,7119.23,No
DnnX-36437,Male,0,No,No,53,No,No,One year,21.17,1159.06,No
exbI-73254,Female,1,No,Yes,21,No,DSL,Two year,60.49,1274.18,No
JCHc-27665,Female,1,Yes,No,54,No,Fiber optic,One year,73.42,3974.18,No
vImc-91762,Male,1,Yes,Yes,66,No,No,One year,23.34,1587.21,No
tUIZ-26741,Male,1,No,No,61,Yes,DSL,Month-to-month,62.48,3817.83,No
LVtZ-97213,Male,1,No,Yes,14,Yes,No,One year,25.83,325.36,Yes
ddcB-57864,Male,0,No,Yes,7,Yes,DSL,One year,48.29,294.06,Yes
DEAb-64748,Male,1,No,No,26,No,Fiber optic,Two year,98.38,2541.49,No
KeFN-42306,Male,0,No,No,27,No,DSL,Two year,62.55,1671.09,Yes
DFfx-11281,Female,1,No,Yes,68,Yes,Fiber optic,One year,81.7,5589.63,No
VzjX-48249,Female,0,No,Yes,16,Yes,DSL,Month-to-month,76.65,1208.74,No
Uwxp-48409,Male,1,Yes,Yes,17,Yes,Fiber optic,Two year,74.4,1305.52,No
VpVv-68961,Female,0,Yes,No,61,No,Fiber optic,One year,89.97,5515.77,No
UqdG-47722,Male,0,Yes,Yes,34,No,DSL,Two year,46.5,1586.83,No
fCMs-64314,Female,0,Yes,Yes,59,Yes,Fiber optic,One year,86.05,5042.55,No
piUU-75652,Female,0,No,No,2,Yes,No,One year,31.94,106.63,No
Hkan-94611,Male,0,Yes,Yes,23,No,DSL,Month-to-month,53.99,1254.72,Yes
wjvy-88287,Female,1,Yes,Yes,25,No,No,One year,24.96,581.75,Yes
sxOp-54784,Male,0,No,Yes,13,No,DSL,Month-to-month,65.33,819.89,Yes
GKuA-10792,Male,1,Yes,No,44,Yes,DSL,Two year,67.63,2941.91,Yes
HhOv-88659,Male,0,No,No,31,No,DSL,Two year,54.56,1657.6,Yes
IUWA-13654,Male,0,Yes,Yes,25,No,DSL,Month-to-month,42.06,1041.57,No
yRqx-56042,Female,1,No,Yes,1,Yes,No,Two year,28.74,53.55,No
Sdrq-86739,Male,0,No,No,15,Yes,No,Month-to-month,20.5,332.95,Yes
fBCw-30884,Male,0,Yes,Yes,32,No,Fiber optic,One year,84.79,2730.52,No
nRje-22668,Male,0,No,No,26,No,Fiber optic,Month-to-month,112.73,2952.61,Yes
JBvE-59384,Male,1,No,No,69,Yes,Fiber optic,One year,105.73,7299.58,No
XnIn-95566,Female,0,Yes,No,6,No,DSL,One year,64.47,409.81,No
NaVP-94013,Male,1,Yes,Yes,21,Yes,No,One year,23.83,529.47,Yes
dzkR-58668,Male,0,Yes,No,35,No,No,One year,20.19,718.62,No
yJnA-19621,Male,1,No,No,68,Yes,DSL,Month-to-month,63.0,4252.75,No
ciPv-11858,Male,1,Yes,Yes,38,Yes,DSL,One year,59.66,2297.41,No
Nkzb-67294,Male,1,Yes,Yes,19,Yes,DSL,Month-to-month,56.26,1020.28,No
ZoNd-03599,Female,0,No,Yes,8,Yes,No,Month-to-month,27.88,184.94,Yes
WwvL-95559,Male,1,No,Yes,47,Yes,DSL,One year,60.68,2806.96,No
Jzds-45992,Male,1,No,Yes,16,Yes,Fiber optic,Month-to-month,110.13,1746.22,Yes
YgfM-60095,Female,0,No,No,46,Yes,DSL,Two year,60.53,2810.7,No
EbME-50044,Male,0,No,No,25,Yes,No,Month-to-month,30.35,791.3,No
zffp-72517,Female,1,Yes,Yes,18,Yes,DSL,Two year,63.77,1191.66,Yes
OHRw-83447,Male,0,No,No,55,No,DSL,Two year,56.83,3109.37,No
ECzd-34533,Male,0,No,No,19,Yes,DSL,One year,53.28,1062.39,No
AJIt-82310,Female,0,No,Yes,44,No,No,Two year,19.5,859.32,Yes
VtgT-57800,Male,0,Yes,Yes,33,Yes,DSL,Two year,73.0,2384.19,Yes
zYVV-50600,Female,1,No,No,68,Yes,No,Month-to-month,30.83,2046.77,No
nfmo-10851,Male,0,No,Yes,40,No,No,Month-to-month,21.21,868.74,No
dNIh-14365,Female,1,Yes,Yes,61,No,DSL,One year,62.76,3788.59,No
TFZo-74140,Male,0,Yes,Yes,57,Yes,No,Month-to-month,29.73,1694.65,Yes
jGVT-50067,Female,0,No,Yes,53,Yes,No,Two year,29.36,1592.56,No
SXeL-80005,Female,0,No,Yes,52,No,DSL,One year,69.49,3636.64,No
IYVx-69731,Male,1,Yes,Yes,57,No,Fiber optic,One year,108.79,6180.23,No
XtrN-66792,Male,1,No,No,41,No,No,Month-to-month,24.96,986.78,Yes
XfLP-37616,Female,1,No,Yes,37,No,DSL,Two year,53.74,1989.68,Yes
qhkk-48094,Female,1,No,No,54,Yes,No,One year,25.66,1380.85,Yes
ODBs-66798,Female,1,Yes,No,31,No,DSL,One year,50.31,1584.32,No
ZYLH-22132,Female,1,No,Yes,46,No,No,Two year,22.98,1060.23,No
ZdLZ-15847,Female,1,Yes,Yes,10,Yes,DSL,One year,73.98,690.55,Yes
yJnO-60491,Male,1,No,Yes,52,No,Fiber optic,Month-to-month,72.42,3800.59,No
QqYG-18727,Male,1,No,Yes,22,No,No,Month-to-month,21.33,479.07,No
bcqE-27850,Female,1,Yes,Yes,47,Yes,No,One year,26.05,1178.71,No
NGww-68931,Male,1,No,No,38,Yes,Fiber optic,Two year,88.47,3355.27,No
TKGZ-11279,Female,1,No,Yes,42,Yes,Fiber optic,Month-to-month,109.24,4611.0,Yes
aCOR-28776,Female,1,Yes,No,38,Yes,DSL,One year,66.0,2547.56,No
axev-38553,Female,1,No,Yes,47,Yes,DSL,One year,63.41,3021.87,No
fGNR-61193,Female,1,No,No,57,Yes,No,Two year,30.89,1737.99,No
vJqI-83024,Male,0,Yes,No,68,No,No,One year,19.73,1316.69,No
EEnk-48957,Female,0,No,No,22,Yes,Fiber optic,Two year,81.66,1797.0,Yes
Zstd-80560,Female,0,Yes,No,41,Yes,Fiber optic,One year,75.38,3076.82,No
zJMD-02176,Female,0,Yes,Yes,71,Yes,No,Two year,27.86,2021.57,No
dcCZ-30142,Female,1,No,No,31,No,No,One year,23.69,740.03,No
UpjE-86472,Female,0,Yes,Yes,46,No,DSL,Month-to-month,62.62,2887.08,No
asAK-77460,Male,1,No,No,57,No,DSL,One year,52.08,2970.26,No
wdll-44696,Female,1,No,No,56,No,Fiber optic,Two year,77.63,4395.67,Yes
fFAz-38222,Female,0,Yes,Yes,23,No,No,Month-to-month,22.52,506.69,No
IdfZ-42391,Female,0,Yes,Yes,50,Yes,No,Month-to-month,27.61,1394.13,Yes
DEJj-04192,Female,1,Yes,No,53,No,DSL,Month-to-month,40.73,2155.64,No
qfvD-64109,Female,0,No,Yes,27,No,DSL,One year,61.96,1636.92,No
FUmE-31508,Female,1,Yes,Yes,43,No,Fiber optic,Month-to-month,100.15,4340.18,No
VoNA-16914,Male,0,No,No,41,Yes,No,Month-to-month,21.39,878.47,Yes
Tjey-35539,Male,0,No,No,5,No,DSL,Month-to-month,43.73,171.0,Yes
ctsk-03758,Male,0,Yes,No,71,No,DSL,Two year,42.22,2980.62,No
PEYq-72519,Female,1,Yes,Yes,51,Yes,No,Month-to-month,24.89,1304.42,No
sskK-60850,Female,1,No,Yes,64,Yes,Fiber optic,Month-to-month,91.04,5857.02,No
FpxZ-12166,Male,1,Yes,Yes,34,No,Fiber optic,Two year,104.18,3532.71,No
qEgz-46753,Female,0,No,Yes,12,Yes,Fiber optic,Month-to-month,94.13,1162.2,No
xxki-56325,Female,1,No,Yes,27,No,DSL,One year,59.69,1631.66,No
onbb-16175,Male,1,Yes,No,28,Yes,Fiber optic,Two year,109.53,3113.41,Yes
XsGI-18084,Female,1,No,Yes,19,No,Fiber optic,Two year,108.79,2086.31,No
vhCq-54024,Male,1,Yes,No,48,Yes,DSL,Month-to-month,68.19,3299.91,No
Bkxc-87375,Male,0,Yes,Yes,69,No,Fiber optic,One year,103.57,7167.71,No
jqcN-49384,Female,1,No,Yes,54,No,Fiber optic,One year,113.33,6094.27,No
kErU-23089,Male,1,No,Yes,69,No,Fiber optic,Month-to-month,112.46,7767.35,No
VuWT-13088,Male,1,No,No,28,No,No,Month-to-month,21.55,640.01,No
vJvE-83154,Female,0,No,Yes,56,Yes,Fiber optic,Month-to-month,112.8,6323.4,No
JeZr-33569,Male,0,No,Yes,45,No,DSL,Month-to-month,66.21,3012.57,Yes
JQuf-53781,Male,1,No,No,65,Yes,Fiber optic,Two year,73.22,4783.8,No
CyQC-39785,Female,1,Yes,Yes,65,No,No,Month-to-month,24.67,1603.19,No
Ufgr-55792,Male,1,Yes,Yes,16,No,DSL,Two year,60.17,991.11,Yes
UUMB-87528,Female,1,Yes,Yes,54,Yes,No,Month-to-month,25.29,1386.21,No
mgpp-18195,Male,0,No,No,49,No,No,Month-to-month,23.25,1109.77,Yes
TUZi-25083,Female,0,No,No,38,No,DSL,Month-to-month,64.12,2389.12,No
Hvpz-00793,Female,0,Yes,No,28,Yes,No,Month-to-month,24.15,725.3,Yes
qXRB-48582,Female,0,No,No,49,Yes,DSL,One year,76.46,3781.95,Yes
NvZV-20129,Male,0,No,No,39,Yes,Fiber optic,Month-to-month,92.11,3555.16,Yes
iwAi-39703,Female,0,No,Yes,58,No,DSL,Month-to-month,62.7,3596.6,No
WRpb-36382,Male,1,Yes,Yes,15,Yes,Fiber optic,One year,77.91,1147.54,Yes
tdcY-23651,Female,1,No,Yes,57,Yes,DSL,Month-to-month,55.39,3146.17,No
GtCa-67099,Female,0,Yes,No,18,No,Fiber optic,One year,114.49,2050.57,No
VYxG-20281,Male,1,No,No,47,Yes,Fiber optic,Month-to-month,119.83,5584.9,Yes
VbSy-23779,Male,1,No,No,43,No,DSL,One year,42.1,1829.16,No
QavF-79674,Female,0,Yes,No,65,Yes,Fiber optic,Month-to-month,110.94,7178.32,No
qFVE-96005,Female,0,Yes,Yes,52,No,No,Month-to-month,22.47,1211.23,Yes
GdsX-11388,Female,0,Yes,Yes,28,Yes,DSL,One year,63.38,1824.45,No
hVAs-03738,Female,1,No,No,11,Yes,No,One year,32.24,377.56,Yes
WuWF-45555,Male,0,No,No,55,No,Fiber optic,Month-to-month,71.15,3877.21,Yes
KKrF-27296,Female,0,Yes,No,28,Yes,Fiber optic,Two year,85.91,2362.5,No
kuEM-10166,Male,1,No,Yes,3,No,Fiber optic,Two year,76.53,181.64,No
mctk-56259,Female,0,No,Yes,62,Yes,Fiber optic,One year,91.6,5710.88,Yes
PRap-02543,Male,0,No,Yes,20,Yes,Fiber optic,Month-to-month,106.17,2114.62,No
MqTS-20553,Male,0,No,Yes,44,Yes,Fiber optic,Two year,79.3,3490.48,No
hafw-67216,Male,0,Yes,No,18,Yes,Fiber optic,Two year,98.68,1804.51,No
Cxxa-43222,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,75.12,495.0,Yes
WRNh-14912,Male,0,Yes,No,54,No,No,Two year,19.45,1027.31,Yes
juct-13633,Female,1,Yes,No,29,No,No,One year,22.22,595.91,No
ESud-73261,Female,1,Yes,No,37,Yes,No,Two year,21.78,820.87,No
ialQ-22852,Male,0,No,No,34,Yes,DSL,Month-to-month,59.4,2004.34,No
bvze-31341,Male,1,Yes,Yes,15,No,DSL,Two year,52.52,757.49,No
hGxp-73401,Male,0,No,No,58,Yes,DSL,Two year,62.75,3658.4,Yes
VIhH-72633,Female,0,No,Yes,36,Yes,DSL,Month-to-month,69.45,2539.11,Yes
CebJ-85621,Female,1,Yes,Yes,17,Yes,Fiber optic,Two year,79.65,1326.24,No
jQMF-67137,Male,0,Yes,No,32,No,Fiber optic,Two year,91.72,2972.59,No
HYBv-19499,Female,1,Yes,No,38,No,DSL,Two year,65.88,2465.36,No
lSUq-06368,Male,0,No,Yes,28,Yes,DSL,One year,48.03,1348.27,No
NCcn-98463,Male,1,No,Yes,14,No,Fiber optic,One year,105.67,1432.78,No
OAWn-42735,Female,1,Yes,No,43,Yes,No,One year,29.52,1242.57,No
XQaz-22872,Male,0,Yes,Yes,9,No,Fiber optic,Month-to-month,84.3,738.91,Yes
QRNL-42750,Female,0,Yes,No,64,No,Fiber optic,Month-to-month,76.11,4833.25,Yes
aaMU-01566,Male,0,Yes,No,52,Yes,DSL,Month-to-month,60.53,3104.04,Yes
uSYX-59085,Female,0,Yes,Yes,57,No,Fiber optic,Two year,106.94,6137.56,No
hiSD-42065,Male,0,Yes,No,2,Yes,Fiber optic,Month-to-month,85.09,155.59,Yes
epvf-42906,Female,1,No,Yes,60,Yes,Fiber optic,Month-to-month,85.76,5119.28,Yes
GRod-26592,Female,0,No,Yes,20,No,No,Two year,22.6,489.69,No
ZZEL-18938,Male,1,No,No,54,No,No,Month-to-month,19.97,1110.36,Yes
QDoh-37990,Female,1,No,No,44,No,DSL,Two year,40.2,1722.1,No
HlED-46830,Male,1,No,Yes,40,Yes,Fiber optic,Month-to-month,110.75,4382.5,No
cWal-01010,Female,1,No,No,25,Yes,DSL,Two year,51.92,1267.87,No
GANi-11865,Male,1,No,Yes,40,Yes,No,Month-to-month,26.55,1086.38,Yes
obPs-13579,Male,0,No,Yes,35,Yes,No,Two year,30.83,1089.17,Yes
SkAz-08751,Male,1,Yes,No,18,Yes,DSL,Two year,59.85,1060.71,Yes
HCza-21436,Female,0,Yes,Yes,72,No,Fiber optic,Two year,73.8,5294.42,No
cnHf-02883,Male,0,Yes,Yes,58,No,DSL,Month-to-month,57.94,3319.48,Yes
AOeh-08478,Female,1,Yes,Yes,56,Yes,DSL,Month-to-month,49.21,2731.13,Yes
MEga-80005,Female,1,No,Yes,36,Yes,DSL,Two year,74.5,2683.35,No
oxoc-33510,Male,1,Yes,Yes,51,No,Fiber optic,One year,85.93,4392.72,Yes
TuMh-29474,Male,0,Yes,Yes,23,No,Fiber optic,Two year,99.55,2273.15,Yes
wFtk-30748,Male,1,Yes,Yes,59,No,Fiber optic,Two year,101.65,5969.57,No
FcnX-65531,Female,1,No,No,66,Yes,Fiber optic,Month-to-month,94.18,6197.63,No
ehPb-20438,Female,1,Yes,No,36,Yes,No,One year,22.25,797.63,No
kMzK-99088,Female,1,No,Yes,67,No,Fiber optic,One year,77.69,5209.79,No
ulIk-67525,Female,0,No,No,64,Yes,Fiber optic,One year,112.44,7229.3,No
Mvca-87635,Female,0,No,No,10,No,DSL,Two year,46.85,459.63,No
nnBf-36981,Female,1,Yes,No,51,No,No,Two year,19.59,971.98,No
FGRF-88806,Female,0,Yes,Yes,53,Yes,No,Two year,24.23,1263.15,No
vAUt-06466,Male,1,No,Yes,24,No,No,Two year,24.78,640.97,No
JcLB-57374,Female,0,No,Yes,16,No,No,One year,23.71,398.18,No
ECpe-16943,Male,0,Yes,Yes,21,Yes,DSL,Two year,45.4,923.23,No
tMAJ-74226,Male,1,Yes,No,27,No,No,Month-to-month,19.89,500.45,Yes
zsxV-32880,Male,0,No,Yes,65,Yes,Fiber optic,Month-to-month,113.14,7401.84,No
jCNR-79408,Female,1,Yes,No,61,No,DSL,Month-to-month,57.51,3533.43,No
mhSe-05701,Female,0,No,Yes,22,Yes,Fiber optic,One year,86.41,1928.2,No
PZoB-27790,Male,1,Yes,Yes,53,No,Fiber optic,One year,108.37,5713.01,No
qQpp-97431,Female,1,No,Yes,44,No,No,Month-to-month,24.25,1111.25,Yes
RpQZ-43383,Male,0,No,Yes,41,Yes,DSL,One year,65.74,2733.84,Yes
jgWq-59274,Male,0,Yes,Yes,55,No,Fiber optic,One year,98.63,5472.16,No
umQu-71306,Female,0,Yes,Yes,7,No,No,Two year,19.54,142.13,No
nWuR-65428,Female,0,No,Yes,7,Yes,No,Month-to-month,27.61,163.02,Yes
BNhd-63093,Male,0,No,Yes,58,Yes,DSL,Month-to-month,48.59,2857.45,Yes
vuue-20432,Male,0,Yes,No,40,No,DSL,Two year,44.74,1799.14,No
nAFW-49163,Female,0,Yes,No,9,Yes,Fiber optic,Two year,111.25,1006.83,Yes
PUky-43124,Male,1,Yes,Yes,57,Yes,Fiber optic,Two year,88.67,5007.9,No
NlaU-41859,Female,0,Yes,Yes,40,No,No,Month-to-month,20.94,790.32,No
oXTl-03565,Male,1,No,No,9,No,DSL,Two year,55.0,490.45,Yes
JiWl-14950,Female,0,No,No,67,No,DSL,Month-to-month,42.9,2851.07,No
ZSGF-64744,Female,1,No,Yes,71,No,Fiber optic,One year,71.21,5054.52,No
fWSx-78367,Male,0,Yes,Yes,30,No,DSL,Month-to-month,64.89,1935.09,No
rPfn-03219,Male,0,No,No,34,No,No,Two year,20.75,675.41,No
bUhE-10940,Male,1,No,Yes,52,No,DSL,Two year,62.16,3272.88,No
sbkB-41977,Female,1,No,No,38,No,DSL,Two year,61.86,2343.38,No
EMnG-61283,Female,1,No,No,19,Yes,Fiber optic,Month-to-month,113.15,2126.93,No
QEzB-54203,Male,0,No,Yes,6,No,No,Two year,23.06,173.89,No
Xfkk-87341,Female,0,Yes,No,37,Yes,Fiber optic,Two year,87.47,3248.98,No
tHHX-62434,Male,1,Yes,No,28,No,DSL,Two year,50.36,1362.81,No
Txbb-30434,Female,1,No,No,24,Yes,No,Month-to-month,25.56,600.57,No
dEGd-14472,Female,0,No,No,39,No,Fiber optic,One year,74.07,2893.59,Yes
ITsH-77075,Female,0,No,Yes,62,No,DSL,One year,59.39,3731.79,No
kazE-00456,Male,0,No,No,69,No,No,Month-to-month,20.08,1344.1,No
IDPe-28583,Female,0,Yes,No,71,No,No,Two year,24.72,1802.37,No
KkjT-65527,Female,0,No,Yes,44,Yes,Fiber optic,Month-to-month,109.27,4844.94,Yes
dgim-23656,Female,1,No,Yes,46,No,Fiber optic,One year,95.27,4391.72,No
bOoa-74083,Female,0,Yes,Yes,2,No,No,Month-to-month,24.8,24.8,Yes
WVWz-50345,Female,0,No,Yes,57,Yes,DSL,Month-to-month,47.17,2685.99,Yes
jfYz-45642,Male,1,No,Yes,47,Yes,DSL,Month-to-month,66.71,3118.24,Yes
hlZK-85110,Female,0,Yes,Yes,10,No,No,One year,22.97,206.36,No
qVCy-51690,Female,1,Yes,Yes,14,Yes,DSL,One year,48.44,690.89,Yes
HoCB-90569,Female,1,No,Yes,16,No,DSL,One year,58.44,963.03,Yes
brMi-30590,Male,1,No,Yes,36,Yes,No,One year,30.18,1074.3,No
mSVP-77013,Male,1,No,Yes,30,Yes,No,One year,21.66,671.23,Yes
DcBS-59217,Female,1,No,Yes,1,No,Fiber optic,Month-to-month,75.41,75.41,Yes
OzwJ-78938,Male,0,No,Yes,26,No,Fiber optic,Month-to-month,95.69,2462.88,Yes
SfoL-00982,Female,1,No,No,61,Yes,No,One year,26.14,1596.27,No
oXDo-26101,Male,0,Yes,Yes,36,Yes,No,One year,26.99,990.41,Yes
eGdn-09214,Male,1,No,Yes,69,Yes,Fiber optic,One year,109.02,7525.57,No
rHtk-28339,Female,0,No,No,7,Yes,Fiber optic,Two year,116.34,790.33,Yes
TyBE-22610,Male,0,No,No,44,No,No,Month-to-month,21.9,972.53,Yes
fvwV-93459,Male,1,No,No,61,No,DSL,One year,44.57,2738.4,No
FOmr-17338,Male,1,No,No,30,No,DSL,Month-to-month,63.07,1855.1,Yes
lYGl-42087,Male,0,No,No,47,No,No,Month-to-month,20.83,986.07,No
XCJj-94530,Male,0,Yes,Yes,42,Yes,No,One year,26.75,1086.35,No
QWSP-38479,Male,0,Yes,Yes,72,No,No,Month-to-month,21.56,1539.71,No
druJ-15199,Female,0,Yes,Yes,38,Yes,DSL,Two year,73.22,2814.65,Yes
VfLv-71741,Male,1,No,Yes,48,No,DSL,One year,41.35,1985.54,No
HOcy-33101,Male,1,Yes,Yes,36,No,No,Month-to-month,22.73,791.17,Yes
BcVJ-50319,Male,1,Yes,No,37,No,No,One year,21.87,855.62,No
ZHsn-05516,Male,0,Yes,Yes,27,Yes,No,Month-to-month,32.3,874.82,No
lFKb-90038,Female,1,Yes,No,56,Yes,No,Month-to-month,29.27,1607.46,Yes
taea-27273,Male,1,No,Yes,49,Yes,DSL,One year,46.15,2236.56,No
IScO-93306,Female,0,No,No,17,Yes,Fiber optic,One year,91.89,1543.92,No
HVXP-47304,Male,0,Yes,No,53,Yes,Fiber optic,Month-to-month,120.25,6370.21,No
hYoG-16499,Female,0,No,Yes,38,No,Fiber optic,One year,101.34,3863.11,No
TpYk-33021,Female,0,No,Yes,36,No,Fiber optic,Two year,106.49,3792.16,No
VHnt-52857,Female,0,No,No,33,Yes,Fiber optic,Two year,82.48,2701.14,No
ItuE-99278,Female,1,Yes,No,31,Yes,DSL,Two year,75.73,2397.39,No
